title,video_category,tags,views,likes,dislikes
Behind the Aly Raisman interview on 60 Minutes,News/Politics,"60 Minutes|""CBS News""|""Raisman""|""Aly Raisman""|""Larry Nassar""|""Nassar""|""US National Team""|""USA Gymnastics""",42422,243,8
Donald Trump makes ASEAN handshake photo op go awry,News/Politics,[none],64932,39,14
WWSB Channel 7:   Sarasota Police stepping up pedestrian and bicyclist safety enforcement,News/Politics,"sarasota|""sarasota police""|""city of sarasota""|""srq""|""941""|""florida""|""sarasota pd""|""sarasotapd""|""social media""|""video""|""traffic""|""sarasota police traffic unit""|""traffic unit""|""driving""|""suncoast""|""florida police""|""law enforcement""|""police""|""police officer""",1431,4,0
U.S. Navy Three Carrier Formation in Western Pacific Ocean,News/Politics,"navy|""united states navy""|""us navy""|""military""|""sailors""|""united states""|""america""|""usa""|""usn""|""service members""",256760,782,98
WATCH: Sen. Mitch McConnell on tax reform,News/Politics,[none],6801,11,35
Lin-Manuel Miranda's next act: Helping rebuild Puerto Rico,News/Politics,"CBS Sunday Morning|""CBS News""|""news""|""On The Road""|""lin manuel miranda""|""puerto rico""|""hamilton""|""hurricane maria""",10541,261,7
Some NFL players call for an end to Thursday night football after 8 players were injured last week,News/Politics,"seattle|""seahawks""|""richard""|""sherman""|""nfl""|""thursday""|""night""|""football""|""injuries""|""games""|""gma""",11156,86,22
The environmental cost of free two-day shipping,News/Politics,"vox.com|""vox""|""explain""|""ucla""|""environmentalism""|""global trade""|""fossil fuels""|""climate change""|""climate labs""|""convervationist""|""renewable energy""|""science""|""global warming""|""online shopping""|""amazon""|""environment""|""environmental impact""|""carbon dioxide""|""cost""|""united states""|""sustainability""|""extreme weather""|""weather""|""politics""|""sea level rise""|""america""|""hurricanes""|""emissions""|""un""|""trump""|""temperature""|""climate""|""climate lab""",366048,14742,1308
Jaylen Brown delivers emotional press conference after losing his best friend | Boston Celtics,News/Politics,"auth-jking413-auth|""Jay-King""",67433,439,43
UCLA men's basketball players discuss arrests in China,News/Politics,"UCLA|""UCLA basketbal""|""UCLA basktebal players""|""UCLA Basketbal china""|""UCLA Basketball China""|""UCLA Basketball China Arrest""|""UCLA China Arrest""|""Basketball players china""|""basketball players arrest china""|""college basketball china""|""college basketbal players arrest china""|""ucla basketball players releasted""|""ucla basketball players return""|""us news""",25521,393,83
President Donald Trump Makes Statement From White House On Asia Trip (Full) | NBC News,News/Politics,"nbc news|""us news""|""world news""|""politics""|""current events""|""top stories""|""trump""|""trump live""|""president trump""|""white house""",38528,283,218
Watch live: Sessions testifies to the House Judiciary Committee,News/Politics,"breaking news video|""video updates""|""live video""|""live updates""|""breaking news""|""press conference""|""live speeches""|""real time coverage""|""Jeff Sessions""|""Attorney General Jeff Sessions""|""House Judiciary Committee""|""jeff sessions testimony""|""jeff sessions live""|""jeff sessions live testimony""",161057,686,338
"7.3 Magnitude Earthquake Along Iraq-Iran Border Leaves At Least 400 Dead, 7,200 Injured | TIME",News/Politics,"7.3 magnitude earthquake|""earthquake iraq iran""|""iraq iran earthquake""|""earthquake""|""iraq""|""iran""|""breaking news""|""iraq-iran earthquake""|""pakistan""|""iran earthquake""|""iran news""|""iraq news""|""iran-iraq earthquake""|""iraq earthquake""|""magnitude""|""7.3 magnitude""|""iraq-iran""|""iran iraq earthquake""|""iran iraq border earthquake""|""400 dead iran iraq earthquake""|""Time""|""time magazine""|""magazine""|""time (magazine)""|""time.com""|""news today""|""world news""|""interview""|""science""|""technology""|""health""|""politics""|""entertainment""|""business""",33434,147,45
LeBron James admits he was ripping Phil Jackson and thinks DeShaun Watson should be the Browns qu...,News/Politics,auth-jvardon-auth,87065,281,128
Aly Raisman On Dr. Larry Nassar’s Medical Treatment: I Didn’t Know It Was Abuse | Megyn Kelly TODAY,News/Politics,"The TODAY Show|""TODAY Show""|""TODAY""|""NBC""|""NBC News""|""Celebrity Interviews""|""TODAY Show Recipes""|""Fitness""|""Lifestyle""|""TODAY Show Interview""|""Ambush Makeover""|""Kathie Lee and Hoda""|""KLG and Hoda""|""olympic gold medalist aly raisman""|""aly raisman""|""aly raisman interview""|""sexual abuse allegations""|""team us doctor""|""team usa doctor larry nassar""|""larry nassar sexual abuse allegation""|""usa gymnastics leaders""|""gymnastics""|""sexual assault""|""gymnast""|""olympic""|""doctor""|""sexual abuse""|""maroney""|""abuse""|""usa gymnastics""",100168,514,31
Iran-Iraq border earthquake is deadliest of 2017 - BBC News,News/Politics,"bbc|""bbc news""|""news""|""iran""|""irak""|""iraq""|""زلزال العراق""|""زلزال ايران""|""هزة ارضية""|""هزة ارضية ايران""|""زلزله""|""زلزله ايران""|""زمين لرزه ايران""|""iran news""|""iran quake""|""earthquake""|""Iran-Iraq border earthquake""|""bbc world news""|""bbc news coverage""|""bbc news live""|""breaking news""",112077,438,46
Which Countries Are About To Collapse?,News/Politics,"nowthis|""nowthis world""|""world news""|""nowthis news""|""international news""|""countries""|""collapse""|""failing countries""|""war in the world""|""fragile states""|""the fragile states index""|""fund for peace""|""social""|""economic""|""political""|""which countries are failing""|""Central African Republic""|""CAR""|""countries that are sinking""|""countries that are dying""|""countries that are going to disappear""|""Somalia""|""colonization""|""dictatorship""|""south sudan""",789594,10203,1561
Behind the Aly Raisman interview on 60 Minutes,News/Politics,"60 Minutes|""CBS News""|""Raisman""|""Aly Raisman""|""Larry Nassar""|""Nassar""|""US National Team""|""USA Gymnastics""",48130,271,10
Donald Trump makes ASEAN handshake photo op go awry,News/Politics,[none],67471,40,15
"The military coup in Zimbabwe, explained",News/Politics,"vox.com|""vox""|""explain""|""zimbabwe""|""coup""|""military coup""|""mugabe""|""robert mugabe""|""mnangagwa""|""africa""|""rhodesia""|""bob mugabe""|""grace mugabe""|""cou d'etat""|""government""|""military""|""conflict""|""sub saharan africa""|""protests""|""army""|""tanks""|""harare""|""dictator""|""dictatorship""|""politics""|""corruption""|""zanu pf""|""politicians""|""coup d'etat""|""south africa""|""news""|""african""|""gucci grace""",396346,11277,499
Jaylen Brown delivers emotional press conference after losing his best friend | Boston Celtics,News/Politics,"auth-jking413-auth|""Jay-King""",100954,618,73
UCLA men's basketball players discuss arrests in China,News/Politics,"UCLA|""UCLA basketbal""|""UCLA basktebal players""|""UCLA Basketbal china""|""UCLA Basketball China""|""UCLA Basketball China Arrest""|""UCLA China Arrest""|""Basketball players china""|""basketball players arrest china""|""college basketball china""|""college basketbal players arrest china""|""ucla basketball players releasted""|""ucla basketball players return""|""us news""",34293,400,86
Flying the Textron Scorpion,News/Politics,"Textron|""Scorpion""|""ScorpionJet""|""Textron Defense""|""Light Attack""|""ISRT""|""O-AX""",3748,6,0
President Donald Trump Makes Statement From White House On Asia Trip (Full) | NBC News,News/Politics,"nbc news|""us news""|""world news""|""politics""|""current events""|""top stories""|""trump""|""trump live""|""president trump""|""white house""",38987,287,219
Watch live: Sessions testifies to the House Judiciary Committee,News/Politics,"breaking news video|""video updates""|""live video""|""live updates""|""breaking news""|""press conference""|""live speeches""|""real time coverage""|""Jeff Sessions""|""Attorney General Jeff Sessions""|""House Judiciary Committee""|""jeff sessions testimony""|""jeff sessions live""|""jeff sessions live testimony""",163436,690,343
"7.3 Magnitude Earthquake Along Iraq-Iran Border Leaves At Least 400 Dead, 7,200 Injured | TIME",News/Politics,"7.3 magnitude earthquake|""earthquake iraq iran""|""iraq iran earthquake""|""earthquake""|""iraq""|""iran""|""breaking news""|""iraq-iran earthquake""|""pakistan""|""iran earthquake""|""iran news""|""iraq news""|""iran-iraq earthquake""|""iraq earthquake""|""magnitude""|""7.3 magnitude""|""iraq-iran""|""iran iraq earthquake""|""iran iraq border earthquake""|""400 dead iran iraq earthquake""|""Time""|""time magazine""|""magazine""|""time (magazine)""|""time.com""|""news today""|""world news""|""interview""|""science""|""technology""|""health""|""politics""|""entertainment""|""business""",33761,149,45
LeBron James admits he was ripping Phil Jackson and thinks DeShaun Watson should be the Browns qu...,News/Politics,auth-jvardon-auth,87403,285,128
Aly Raisman On Dr. Larry Nassar’s Medical Treatment: I Didn’t Know It Was Abuse | Megyn Kelly TODAY,News/Politics,"The TODAY Show|""TODAY Show""|""TODAY""|""NBC""|""NBC News""|""Celebrity Interviews""|""TODAY Show Recipes""|""Fitness""|""Lifestyle""|""TODAY Show Interview""|""Ambush Makeover""|""Kathie Lee and Hoda""|""KLG and Hoda""|""olympic gold medalist aly raisman""|""aly raisman""|""aly raisman interview""|""sexual abuse allegations""|""team us doctor""|""team usa doctor larry nassar""|""larry nassar sexual abuse allegation""|""usa gymnastics leaders""|""gymnastics""|""sexual assault""|""gymnast""|""olympic""|""doctor""|""sexual abuse""|""maroney""|""abuse""|""usa gymnastics""",111077,567,38
"The military coup in Zimbabwe, explained",News/Politics,"vox.com|""vox""|""explain""|""zimbabwe""|""coup""|""military coup""|""mugabe""|""robert mugabe""|""mnangagwa""|""africa""|""rhodesia""|""bob mugabe""|""grace mugabe""|""cou d'etat""|""government""|""military""|""conflict""|""sub saharan africa""|""protests""|""army""|""tanks""|""harare""|""dictator""|""dictatorship""|""politics""|""corruption""|""zanu pf""|""politicians""|""coup d'etat""|""south africa""|""news""|""african""|""gucci grace""|""world news""|""jacob zuma""|""emmerson mnangagwa""|""zimbabwe news""|""zimbabwe crisis""",703631,15716,849
Search continues for missing Argentine submarine with 44 crew members onboard,News/Politics,"submarine|""search""|""missing""|""Argentine""|""44""|""crew""|""members""|""on""|""board""|""ARA""|""signal""|""pings""|""ABC""|""NEWS""",29041,191,24
Country Music Hall of Famer Mel Tillis has died,News/Politics,"vpcwochit|""wochit""|""usatsyn""|""usatoday_custom""|""vpc""|""country music""|""obituary""|""mel tillis""|""obit""|""country music hall of fame""|""usatyoutube""",13910,108,22
