title,video_category,tags,views,likes,dislikes
Train - Have Yourself a Merry Little Christmas,Music,"christmas|""train""|""in""|""tahoe""",30021,569,42
Phillip Phillips - Magnetic (Audio),Music,"Phillip|""Phillips""|""Magnetic""|""Interscope""|""Pop""",38068,2195,28
Ozuna - Música Sin Fronteras (A YouTube Documentary),Music,"Ozuna|""Reggaeton""|""Odisea""|""Odisea The Album""|""Música Sin Fronteras""|""Documentary""|""YouTube Documentary""|""Documental""|""Musica Sin Fronteras""",1498866,67227,1473
The Making of a Song: “Delicate” – watch more on Taylor Swift NOW,Music,"DIRECTV|""DIRECTVNOW""|""ATT""|""AT&T""|""The Making of a Song""|""Taylor Swift NOW""|""Taylor Swift""|""Swifties""|""Delicate""|""Reputation""",125645,16754,65
Taylor Swift - Reputation ALBUM REVIEW,Music,"album|""review""|""music""|""reviews""|""indie""|""underground""|""new""|""latest""|""lyrics""|""full song""|""listen""|""track""|""concert""|""live""|""performance""|""update""|""the needle drop""|""anthony fantano""|""vlog""|""talk""|""discussion""|""music nerd""|""TAYLOR SWIFT""|""look what you made me do""|""reputation""|""poprvwz""|""1989""|""shake it off""|""gorgeous""|""delicate""|""pop""|""trap""|""r&b""|""blank space""|""ready for it""|""call it what you want""|""future""|""ed sheeran""",122426,6310,298
Marshmello - Blocks (Official Music Video),Music,"marshmello|""blocks""|""marshmello blocks""|""blocks music video""|""marshmello music video""|""roblox bully story""|""marshmello alone""|""roblox""|""cuphead""|""marshmello nightcore""|""marshmello musically""|""music for kids""|""happy music""|""videos that make you happy""|""sad songs""|""childrens music""|""joytime""|""marshmello joytime""|""frat bro""|""band""|""high school""|""crush""|""mellogang""|""marshmallow""|""noviembre 2017""|""musik elektronik""|""billboard""|""november 2017""|""Nhạc Điện Tử Hay Nhất 2017""",2285136,180284,3399
Nickelback - The Betrayal Act III [Official Video],Music,"Nickelback|""Feed The Machine""|""The Betrayal Act III""|""The Betrayal""|""Rock""|""Alternative""|""Anthem Films""|""Kevin Slack""|""Chad Kroeger""|""Ryan Peake""|""Mike Kroeger""|""Daniel Adair""|""How You Remind Me""|""Rockstar""",208155,11162,569
U2 - The Blackout,Music,"U2|""The""|""Blackout""|""Island""|""Records""|""Rock""",210393,8996,290
Demi Lovato - Sorry Not Sorry in the Live Lounge,Music,"Demi Lovato|""Sorry Not Sorry""|""Live Lounge""|""BBC Radio 1""",131153,7129,78
Hunter Hayes - You Should Be Loved (Part One Of Pictures),Music,"Hunter|""Hayes""|""you should be loved""|""the shadowboxers""|""pictures""|""part one""|""official""|""music video""|""trilogy""|""hunter hayes""|""wanted""|""i want crazy""|""storm warning""",68084,2530,88
HANSON - Finally It's Christmas (Official Lyric Video),Music,"Hanson|""Finally It's Christmas""|""Snowed In""|""Christmas""",45200,930,67
Dead Beat Sirah ft. Skrillex (official video),Music,"Sirah|""Skrillex""|""Music""|""hip hop""|""female rapper""|""Demi Lovato""|""Owsla""|""Deadbeat""|""Dead Beat""",18317,1322,34
Eminem - Walk On Water (Audio) ft. Beyoncé,Music,"Eminem|""Walk""|""On""|""Water""|""Aftermath/Shady/Interscope""|""Rap""",20539417,840642,47715
Matthew Santoro - FACTS (Official Music Video) f. Ellevan & Humble the Poet,Music,"matthew santoro facts|""music video""|""matthew santoro""|""Ellevan""|""EllevanMusic""|""HumbleThePoet""|""Humble The Poet""|""FACTS""|""whats that facts""",360223,15873,16033
"Jennifer Lopez - Amor, Amor, Amor (Official Video) ft. Wisin",Music,"Jennifer Lopez ft. Wisin|""Jennifer Lopez ft. Wisin Music""|""Jennifer Lopez ft. Wisin Official Video""|""Jennifer Lopez ft. Wisin Video""|""Jennifer Lopez ft. Wisin Video Oficial""|""Jennifer Lopez ft. Wisin Nuevo Video""|""Jennifer Lopez ft. Wisin New Video""|""Amor""|""Amor Official Video""|""Official Video""|""Amor Single""|""Single""|""Jennifer Lopez ft. Wisin New Single""|""Jennifer Lopez ft. Wisin Single""|""Jennifer Lopez ft. Wisin Amor""|""Jennifer""|""Lopez""",12987863,216319,17751
"Camila Cabello, Daddy Yankee - Havana (Remix - Audio)",Music,"camila cabello|""camila""|""daddy yankee""|""havana""|""fifth harmony""|""harmonizers""|""5h""|""omg""|""crying in the club""|""i have questions""|""know no better""|""lele""|""pons""|""lelepons""|""shawn mendes""|""LeLe Pons""|""LuJuan James""|""influencers""|""instagram influencer""|""lele instagram""|""latina influencer""|""lelepons dance videos""|""lele pons dance battle""|""Camila Cabello & Daddy Yankee""|""Havana""|""Latin""|""Syco Music/Epic""",5626588,408618,6121
G-Eazy - The Plan (Official Video),Music,"BPG/RVG/RCA Records|""G-Eazy""|""Rap""|""The Plan""",3686343,130373,3628
Little Big Town with Jimmy Webb - Wichita Lineman (Live from the CMA Awards),Music,"Little|""Big""|""Town""|""with""|""Jimmy""|""Webb""|""Wichita""|""Lineman""|""(Live""|""from""|""the""|""CMA""|""Awards)""|""Country""|""Music""|""Association""|""Classic""",54341,487,67
Foster The People - Sit Next to Me (Official Video),Music,"Foster|""The""|""People""|""Sit""|""Next""|""to""|""Me""|""(Vertical""|""Video)""|""Columbia""|""Alternative/Indie""",357078,19783,610
Jason Derulo - Tip Toe feat. French Montana (Official Lyric Video),Music,"Jason Derulo|""French Montana""|""Pop""|""Other""|""Tip Toe""|""Official Music Video""|""Jason Desrouleaux""",1888789,44007,1997
Ed Sheeran - Perfect (Official Music Video),Music,"edsheeran|""ed sheeran""|""acoustic""|""live""|""cover""|""official""|""remix""|""official video""|""lyrics""|""session""",39082222,1721383,23137
Alan Walker - All Falls Down (Behind The Scenes),Music,"Alan Walker|""DJ Walkzz""|""K-391""|""House""|""Techno""|""Behind the senes""|""All Falls Down""|""Noah Cyrus""|""World Of Walker""|""WoW""|""Alan""|""Walker""|""EDM""|""Alone""|""Faded""|""Tired""|""The making of""|""unmasked""|""production""|""whats the trick""|""hello hello""|""Norway""|""Buzludzha""|""Bulgaria""|""Digital Farm Animals""|""electro""|""cryptogram""|""trilogy""|""walkers""|""walkers join""|""drone""|""ill be fine""|""kristian berg""|""juliander""|""allan""|""valker""|""croatia""|""Robin Bøe""",873362,36365,594
Kimbra - Top of the World (Official Music Video),Music,"Kimbra|""Top of the World""|""Pop""|""Primal Heart""|""Gotye""|""Somebody I Used To Know""|""Vows""|""Settle Down""|""Cameo Lover""|""Other""|""Official Music Video""",204298,9321,386
Camila Cabello COMPLETELY NAILS 'Finish The Lyric',Music,"capitalfmofficial|""capital""|""capital fm""|""capital radio""|""radio""|""official""|""remix""|""lyrics""|""official video""|""live""|""capital tv""|""interview""|""camila cabello""|""camila""|""camila fifth harmony""|""5th harmony""|""harmonizers""|""Ally Brooke""|""Ally Brooke 5th harmony""|""Ally fifth harmony""|""Ally 5th harmony""|""Normani Kordei""|""Normani 5th harmony""|""Lauren Jauregui""|""Lauren fifth harmony""|""Dinah Jane""|""Dinah 5th harmony""|""ed sheeran""|""shawn mendes""|""justin bieber""|""despacito""|""ed sheeran live""",1126501,48219,444
Neck Deep - Parachute (Official Music Video),Music,"Hopeless Records|""neck deep""|""parachute""|""the peace and the panic""|""in bloom""|""tpatp""|""neckdeepuk""|""ben barlow""|""dani washington""|""fil thorpe evans""|""sam bowden""|""matt west""|""pop punk""",224608,14843,180
Sam Smith surprises brides at their wedding! (At The BBC),Music,"bbc|""music""|""bbc music""|""Sam Smith""|""Wedding""|""Sam Smith At The BBC""|""At the BBC""",1137392,26180,992
Luke Bryan - O Holy Night (Audio),Music,"Luke|""Bryan""|""Holy""|""Night""|""Capitol""|""Records""|""Nashville""|""Holiday""",147193,5405,151
Niall Horan - Too Much To Ask (Acoustic),Music,"Niall Horan|""Niall""|""Horan""|""Too Much To Ask""|""Too Much Too Ask""|""To Much To Ask""|""To Much Too Ask""|""TMTA""|""Too Much To Ask Acoustic""|""Too Much Too Ask Acoustic""|""To Much To Ask Acoustic""|""To Much Too Ask Acoustic""|""TMTA Acoustic""|""Acoustic""|""Acoustic Video""",482334,55001,184
Empire Of The Sun - Way To Go,Music,"Empire|""Of""|""The""|""Sun""|""Way""|""To""|""Go""|""EMI""|""Alternative""|""eots""|""waay""|""too""|""goo""|""emipre of the sun""|""son""|""electronic""|""edm""|""australian""|""adm""|""aussie music. triplej""|""like a version""|""two leaves""|""flume""|""alison wonderland""|""cut copy""|""pnau""|""mgmt""|""hot chip""|""the presets""|""phoenix""|""hermitude""|""Nobumichi Asai""|""Ryo Kitabatake""",178313,9072,98
NF - Let You Down,Music,"NF|""Let You Down""|""music video""|""official video""|""I'm sorry that I let you down""|""nfrealmusic""|""perception""|""nf official""|""hip-hop""|""rap""|""singer""",2185367,96850,1130
Bastille - World Gone Mad (from Bright: The Album) [Official Music Video],Music,"music|""official""|""music video""|""Bright""|""Bright: The Album""|""Bright The Album""|""Bastille""|""World Gone Mad""|""Atlantic Records""|""will smith""|""orc""",797436,29425,585
Sia - Snowman,Music,Sia Snowman Holiday,1882868,88072,1219
2CELLOS - Cinema Paradiso [OFFICIAL VIDEO],Music,"2CELLOS|""Luka Sulic""|""Stjepan Hauser""|""cello""|""cellist""|""cellists""|""cover""|""Glee""|""The Piano Guys""|""crossover""|""2 Cellos""|""two cellos""|""Hauser""|""Ennio Morricone""|""Cinema Paradiso""|""movie""|""film""|""soundtrack""|""classical""|""music""|""passion""|""Oliver Dragojevic""|""LSO""|""London Symphony Orchestra""|""new album""|""score""",226317,11702,125
Elbow - Golden Slumbers (John Lewis Advert 2017),Music,"Elbow|""Golden""|""Slumbers""|""Polydor""|""Alternative""",180606,2400,159
Andy Grammer - The Good Parts (Official Audio),Music,"andy|""grammer""|""the""|""good""|""parts""|""smoke""|""clears""|""new""|""music""|""album""|""singer""|""songwriter""|""pop""|""mu""",41251,1561,29
Typical audience reaction to a bass solo...,Music,"danny sapko|""bass""|""funk bass""|""bass solo""|""free mp3 download""|""best bass""|""davie504""|""bass boosted songs""|""MEME""|""FUNNY VIDEO""|""VIRAL VIDEO""|""COWS""|""FUNK BASS""|""funk bass solo""",524911,7822,185
"Pitbull, Stereotypes - Jungle (Lyric Video) ft. E-40, Abraham Mateo",Music,"Jungle|""Mr.305/Polo Grounds Music/RCA Records""|""Pitbull & Stereotypes feat. E-40 & Abraham Mateo""|""Pop""",304700,12347,577
Remy Ma - Wake Me Up (Audio) ft. Lil' Kim,Music,"Columbia|""Hip Hop""|""Remy Ma feat. Lil' Kim""|""Wake Me Up""",1440724,36686,6598
The Script - Arms Open (Acoustic) [Audio],Music,"the script|""the script new single""|""the script arms open""|""the script arms open acoustic""|""the script arms open acoustic version""|""rain""|""hall of fame""|""breakeven""|""superheroes""|""rain lyrics""|""for the first time""|""the man who can't be moved""|""if you could see me now""|""Arms Open (Acoustic)""|""Columbia""|""Pop""|""The Script""",157037,7800,96
MØ - When I Was Young (Official Video),Music,"Chess Club/RCA Victor|""MØ""|""Pop""|""When I Was Young""",895507,38734,550
Fall Out Boy - HOLD ME TIGHT OR DON’T,Music,"Fall Out Boy|""Hold Me Tight Or Don’t""|""Hold Me Tight""|""MANIA""|""FOB""|""Patrick Stump""|""Pete Wentz""|""Joe Trohman""|""Andy Hurley""|""Fall""|""Out""|""Boy""|""HOLD""|""ME""|""TIGHT""|""OR""|""DON’T""|""Island""|""Records""|""Alternative""",1258937,114661,2509
alt-J - Pleader (Official Video),Music,"alt-j|""alt j""|""altj""|""band""|""official""|""video""|""guitar""|""music""|""album""|""an awesome""|""wave""|""this is all yours""|""relaxer""|""∆""|""Relaxer""|""Pleader""|""Deadcrush""",133212,6260,202
The Making of a Song: “Delicate” – watch more on Taylor Swift NOW,Music,"DIRECTV|""DIRECTVNOW""|""ATT""|""AT&T""|""The Making of a Song""|""Taylor Swift NOW""|""Taylor Swift""|""Swifties""|""Delicate""|""Reputation""",507753,35595,483
Dashboard Confessional: We Fight (Official Audio),Music,"Dashboard Confessional|""Dashboard""|""Chris Carrabba""|""Chris Caraba""|""Chris Carraba""|""Dashboard Music""|""Dashbaord Band""|""New Dashboard Confessional Song""|""New Song""|""new single""|""We Fight""|""Crooked Shadows""|""We Fight Song""|""We fight our way in""|""we fight our way out""|""Fueled By Ramen""|""FBR""|""DC""|""New FBR signing""|""fueled by""|""dashboard signs with FBR""|""New Dashboard Record""|""New Dashboard Confessional""|""New Dashboard Album""|""New Dashboard Confessional Album""|""New dashboard track""|""emo""|""alternative""|""rock""",50934,2793,104
Taylor Swift - Reputation ALBUM REVIEW,Music,"album|""review""|""music""|""reviews""|""indie""|""underground""|""new""|""latest""|""lyrics""|""full song""|""listen""|""track""|""concert""|""live""|""performance""|""update""|""the needle drop""|""anthony fantano""|""vlog""|""talk""|""discussion""|""music nerd""|""TAYLOR SWIFT""|""look what you made me do""|""reputation""|""poprvwz""|""1989""|""shake it off""|""gorgeous""|""delicate""|""pop""|""trap""|""r&b""|""blank space""|""ready for it""|""call it what you want""|""future""|""ed sheeran""",225337,9576,587
