title,video_category,tags,views,likes,dislikes
Urus: A Super SUV with Super Sports Car DNA,Automotive/Vehicle,"lamborghini|""urus""|""suv""",17746,452,12
What Jeremy Clarkson thinks about Tesla,Automotive/Vehicle,"tech|""uk""|""tesla""|""top gear""|""jeremy clarkson""|""tesla model x""|""the grand tour""|""tesla roadster""",300407,2917,366
"The Spyker C8 Is the Quirkiest $250,000 Exotic Car in History",Automotive/Vehicle,"spyker c8|""spyker""|""spyker c8 spyder""|""c8 spyder""|""spyker c12""|""spyker car""|""spyker sports car""|""weird car""|""exotic car""|""doug demuro""|""demuro""",1273984,28215,939
I just bought the most ridiculous car,Automotive/Vehicle,"electric car|""electric vehicle""|""comuta car""|""citicar""|""tesla""|""lithium batteries""|""compact car""|""small car""|""weird car""|""fun cars""",623007,23700,810
Urus: A Super SUV with Super Sports Car DNA,Automotive/Vehicle,"lamborghini|""urus""|""suv""",25839,470,13
I Built a FULL SIZE Tie Fighter/Silencer,Automotive/Vehicle,"colin|""furze""|""colinfurze""|""full size""|""tie fighter""|""tie silencer""|""star wars""|""the last jedi""|""epic""|""real life""|""actual size""|""visit""|""burley house""|""working""|""bb9e""|""droid""|""ebay""|""project""|""reveal""|""amazing""|""fans""|""kids""|""rougue one""|""the force awakens""|""kylo ren""|""spaceship""",364537,21807,402
What Jeremy Clarkson thinks about Tesla,Automotive/Vehicle,"tech|""uk""|""tesla""|""top gear""|""jeremy clarkson""|""tesla model x""|""the grand tour""|""tesla roadster""",440154,4320,535
"The Spyker C8 Is the Quirkiest $250,000 Exotic Car in History",Automotive/Vehicle,"spyker c8|""spyker""|""spyker c8 spyder""|""c8 spyder""|""spyker c12""|""spyker car""|""spyker sports car""|""weird car""|""exotic car""|""doug demuro""|""demuro""",1350802,29062,977
I just bought the most ridiculous car,Automotive/Vehicle,"electric car|""electric vehicle""|""comuta car""|""citicar""|""tesla""|""lithium batteries""|""compact car""|""small car""|""weird car""|""fun cars""",633103,23991,820
I Built a FULL SIZE Tie Fighter/Silencer,Automotive/Vehicle,"colin|""furze""|""colinfurze""|""full size""|""tie fighter""|""tie silencer""|""star wars""|""the last jedi""|""epic""|""real life""|""actual size""|""visit""|""burley house""|""working""|""bb9e""|""droid""|""ebay""|""project""|""reveal""|""amazing""|""fans""|""kids""|""rougue one""|""the force awakens""|""kylo ren""|""spaceship""",640620,31136,630
